user_id,Label
810059528746242052,Political_Figure
1452560067572731906,Other
1543666415672123393,Other
1373959750136762368,Other
989900691836678144,Media
2237999076,Media
1150138715316084736,Other
1098229554337013760,Other
1064795715438809089,Journalist
4136288362,Media
250058740,Media
3617300366,Other
1350323126,Media
90836754,Other
382742936,Journalist
381976833,Media
359478003,Greek_Parliament
16275609,Other
1482680207433732096,Other
1417203449498832898,Other
1368990918368505857,Other
2862982043,Other
748968684429963264,Other
1368615664685101057,Other
1559547408995999745,Other
472385032,Journalist
1053287679931179010,Media
1468908780767305731,Media
979285160662269952,Media
1251546500188037121,Other
1110633525219344384,Other
75768967,Other
1520802719874920449,Other
1366486827838930951,Other
2815276806,Other
21100986,Political_Figure
1263506637383512064,Other
1449025181985476612,Organization
1237016724052103174,Other
1940866694,Media
1299824175545233414,Other
1542858092211224577,Other
749758792234131456,Other
1559640090695049223,Blog
606560377,Political_Figure
563429665,Other
1362364050164879360,Other
3308087914,Journalist
1573053955076227072,Other
2599517731,Journalist
194941135,Media
3354873341,Other
925115172049571841,Media
18066279,Other
3335697209,Other
1470365357831512071,Other
354194065,Other
70248056,Other
229614822,Blog
338663684,Other
1261552344724049920,Other
537465069,Journalist
3349521418,Other
934151552,Other
613725356,Other
351507362,Media
923546151810461696,Other
3346966439,Other
81355368,Other
1427341116412764170,Other
1381647319259615237,Other
1153761904373972993,Other
91808794,Journalist
15841461,Blog
3342510514,Media
1617320119,Media
2365542710,Journalist
22111510,Other
2911003102,Other
1254495832226902016,Other
2539642129,Other
1267900653805977608,Other
264084482,Other
1115927428730433537,Media
1069981737474768897,Media
17065714,Journalist
383149491,Journalist
1106517838968356866,Other
,Other
993806654792720385,Other
1421129291220373504,Other
1482484560055181314,Other
1495950627213660160,Other
294696763,Other
1315075019567964160,Other
118169380,Other
199743355,Media
346640421,Media
521308614,Media
2340698022,Other
167368989,Other
1198660850124513281,Other
913008262072688640,Other
1151779094507466752,Other
1531917368246550529,Media
855093520138477568,Other
1239554464668925955,Other
1299960947482808321,Other
406555837,Other
1462200582073200644,Other
1250371399077769216,Media
1557703551031418880,Other
932667918009143305,Other
601787871,Other
1507327637202653203,Other
27726108,Other
2428570430,Other
391933746,Other
161349527,Other
18133603,Other
1249748376561881089,Media
1467897848012365829,Other
2209298262,Organization
80154515,Media
287815294,Other
2717200946,Commercial brand
1970976660,Commercial brand
304662274,Other
1325781042419142657,Blog
1219220165788868608,Media
354268746,Other
327217391,Other
1201070773697429505,Other
4385948243,Other
2876420836,Journalist
803258316411568128,Media
1265564769437863938,Media
740071279861075968,Other
395193683,Other
293434226,Media
1367531658791047175,Other
521419493,Other
378517040,Other
32475807,Greek_Parliament
,Other
1832691020,Other
,Other
148355394,Other
1891247466,Other
4735090649,Other
1440388118159319044,Other
86978402,Media
2288332729,Media
253664734,Media
1046394948,Other
20864425,Other
39490506,Political_Party
1115867849350897665,Journalist
1488642884429664262,Media
1090317358109995008,Other
1119144755135279105,Other
539950145,Other
1508126257736822793,Other
904126102091780096,Other
326191837,Other
834331069692440576,Other
3030879312,Other
1352738116201803776,Other
57415343,Media
1021777589977919489,Other
1114563268901785606,Other
1559534164180975616,Other
1503779419290226689,Other
1068153932227272704,Media
233782487,Other
1253019216824991745,Other
1382362345398231043,Media
3350101935,Other
383966659,Political_Figure
1559525106648596480,Other
752586365968211968,Other
1535577740488937472,Other
1207696051190276096,Other
1480865681490989064,Other
,Other
1475930861065355264,Other
20305098,Other
1374803360092725253,Media
785790391601602561,Media
483785519,Other
450338960,Journalist
3325625573,Greek_Parliament
1480527211912478724,Other
1349712611869405190,Other
2192765420,Other
200034893,Media
429083137,Other
1969231345,Other
1556583746291351552,Other
1413127048336482305,Other
10257602,Blog
842106060756418563,Blog
3367533063,Other
2613078223,Media
1554739444065918977,Other
1281616817690206209,Other
2751947681,Other
783105315852185600,Other
1070291059043901441,Other
1231083794,Other
1538628118671417349,Other
1368563434246332418,Other
1477053172115984384,Other
1244505601746575360,Other
1308779949474623490,Other
1487289042215616514,Other
1322965598188539904,Other
1465356156059148296,Media
1443639875429978120,Other
1150138715316084736,Other
1355793625205059587,Other
1291243536374005760,Journalist
1157679304425246721,Other
1304399974604648448,Other
1344756595696279552,Other
903219124381331456,Other
1546489125053808640,Other
1071932458130685953,Other
1374047447903768580,Other
77328309,Other
1415550009169399815,Other
1322529413792227328,Media
1439870593034297346,Other
1327958995198500867,Other
1237016724052103174,Other
253052843,Other
1460097440,Other
1378673562752577538,Other
1572537793615650818,Other
1009158148941406208,Other
4385948243,Other
1236032208433041410,Other
3435807771,Other
470321789,Other
1328698017361371138,Other
4055910741,Other
1428424966236745728,Journalist
1535218489182519296,Other
3352895020,Other
1556353348382736385,Other
1505908537926598658,Other
1373593693664477187,Other
300476450,Other
1538628118671417349,Other
1549605704071356418,Other
1423974759335964680,Other
,Other
1124027292517376000,Other
400626998,Other
1244628291404824578,Other
,Other
1295784004789174273,Other
,Other
2805686362,Other
3082693384,Other
4381592597,Other
3079370189,Other
1293540514650820622,Other
402270380,Other
1490312874895491073,Other
1477053172115984384,Other
170010545,Other
1513942324388274190,Other
2946130618,Other
1198583108,Other
89718518,Other
3370576529,Political_Figure
1324845976532779010,Other
3318548243,Other
2981046203,Other
3049350832,Other
45171325,Other
1272862313431863300,Other
395349676,Other
267064611,Other
1383762107313754113,Other
547808692,Other
386756305,Other
1333435264878997504,Other
1146366466654113792,Other
1476471960121057281,Other
1333590722889592832,Journalist
233782487,Other
2460217272,Other
1398416195733368838,Other
1565687576253661184,Other
1521065251189444608,Other
704400765285212165,Other
250058740,Media
1571292397463543811,Other
1483818962580381700,Other
1043614752440762369,Other
1315075019567964160,Other
1084423591612043264,Other
1271108734476005378,Other
2659826917,Other
55061343,Other
1404330272292851714,Other
1233668549870178304,Other
1493253454554443778,Other
1537797913908322304,Other
885021713775427585,Other
1364703496411480068,Other
,Other
,Other
945363032082874368,Other
1396502652079513607,Other
803547102546690048,Other
3181529745,Other
1489349543820992512,Other
782204339775500288,Other
1369530699104071681,Other
591118069,Other
1362842463300448270,Other
1553370060072304641,Other
612921323,Other
,Other
1195667221437190144,Other
436938596,Other
267895793,Other
1449025181985476612,Organization
1569264543062278145,Other
1582799900487696392,Other
21580831,Journalist
4774742541,Media
,Political_Party
3695916255,Other
835983164183044097,Other
1233069623463030784,Other
1517057659773624323,Other
1465387442421260298,Other
1175867018983157760,Other
1025385376272277505,Other
1064795715438809089,Journalist
748275776106029057,Other
10701602,Political_Party
1072007239815364613,Other
2302953648,Other
1308779949474623490,Other
1555827245863796737,Other
36633819,Other
828686215226482688,Other
4848711057,Other
946436757335224321,Other
1404758074938871816,Other
2428570430,Other
1089462445951905793,Other
1068565397597753345,Other
1502543611501723653,Other
91808794,Journalist
2315305578,Journalist
1218532148703113216,Other
342244128,Other
462249767,Other
173743677,Other
899324790170931200,Other
,Other
19284221,Media
292796295,Other
22111510,Other
3035193910,Other
3282625446,Other
212698662,Other
1253019216824991745,Other
1487719745336098819,Other
1368623553868922880,Other
972450637,Other
1251546500188037121,Other
17962401,Other
12398022,Other
1329506603389870085,Other
1550081375293825024,Other
933767328868728837,Other
1363914620050804737,Other
811170788699160576,Other
1501643978013356033,Other
1241468975105572868,Other
1586611436662538242,Other
1575471814737858560,Other
1370182680814440453,Other
577431005,Other
1156154190307241990,Other
26992878,Journalist
409400216,Other
908029558791831552,Other
1477634562213695493,Other
3137232791,Other
2913782985,Other
1290324636090208259,Other
1900736600,Other
4017310894,Other
1021777589977919489,Other
121226523,Other
1183453308192804864,Other
1355321017,Other
858770327022731265,Other
100017919,Other
1315035799348535298,Other
1507327637202653203,Other
504089488,Other
1562135203698688002,Other
1521052006500163584,Other
1024787640074334210,Other
1427637591847882759,Other
525151370,Other
397538419,Other
378465164,Other
1864195189,Other
710109743415746561,Other
3021818855,Other
1348631802425077760,Other
1325781042419142657,Blog
1361411161569296386,Other
304507855,Other
445298311,Other
1456189809614020613,Other
18427208,Other
709702013865562112,Greek_Parliament
814527388545589253,Other
498053394,Other
1370669012787560448,Other
1328298768014462976,Other
286173134,Other
941443525,Other
815242392336875522,Other
1426539481855889408,Other
2797616832,Other
1235883051412004865,Other
2903496610,Other
601787871,Other
1558724194971566086,Other
1370627543221559300,Other
1492884974386749441,Other
1497503162726592515,Other
2946666952,Other
1385272914480701440,Other
1267030372057047043,Other
167657361,Other
970224043445112832,Other
1466109441141583880,Other
3335306548,Blog
710401923187392512,Other
1049004102892568577,Other
44328391,Other
841235241436098560,Other
1253191206609223682,Other
1485256652064534532,Other
1370611469700718592,Other
563429665,Other
70248056,Other
373365660,Media
1034570930075443200,Other
576143879,Other
1194267079588941825,Other
1548003586793123840,Other
1538099836477747200,Other
1349664840009310208,Other
2278657195,Other
1593156874265821186,Other
2209298262,Organization
376862467,Other
329707102,Other
3047562879,Other
709296220431376384,Other
1248372757148073985,Other
255938834,Other
,Other
793462975415844864,Other
1298987036863414282,Other
3373504449,Other
2937292203,Other
1153677971049332736,Other
1549779635902324737,Other
1496642903157968903,Other
388444908,Other
2803595268,Political_Party
1170375506904125440,Other
1516494596993437707,Other
3289000745,Other
1376557556,Other
279451940,Other
2751947681,Other
3325625573,Greek_Parliament
1263506637383512064,Other
1550624179862765568,Other
1242736434248851456,Other
1065036751,Other
3009032459,Other
413499999,Other
414680760,Other
1542057859063611396,Other
1413199701902598148,Other
1424292545992040455,Other
852391295616241664,Other
75879668,Other
24009387,Other
1367808225991622659,Other
1091525978,Other
1528878265,Other
1493898275765817344,Other
1549826244258267143,Other
4781688977,Other
1373695221054238720,Other
740071279861075968,Other
1493521926286888964,Other
1500974481757679619,Other
1561072231345700864,Other
403956304,Other
1477997108535906306,Other
1565213461029785601,Other
826481985539407877,Other
,Other
373383706,Other
173176373,Other
333867688,Other
2242543620,Other
411327192,Other
3014826040,Other
1498053408674177024,Other
1479492694816796679,Other
18710391,Other
989364384181911553,Other
1224683393260060679,Other
4892537104,Blog
298526976,Other
74104854,Other
4680273793,Media
1427379055750438917,Other
310821585,Other
244075817,Other
101213359,Other
326191837,Other
4220407211,Other
254531761,Other
604993855,Other
1363794951579049984,Other
2317673211,Other
1234793573243027456,Other
1151592505764450304,Other
1550534589210296324,Other
1086962814932185088,Other
1271474084136792065,Other
1425023935758979083,Other
1238907915932774401,Other
2432076086,Other
1365035260631777282,Other
1441127631823548417,Other
847940291101413376,Other
1185840380589346821,Other
14465184,Other
1280958572,Other
200583363,Other
3021835192,Other
340510432,Other
999976406007341056,Other
23732502,Other
384498771,Other
18133603,Other
257498718,Journalist
307917160,Other
1360622898453561348,Other
167368989,Other
89416107,Media
22385752,Other
827933695768027138,Other
18424977,Other
3492782837,Other
2897053030,Other
491341981,Other
1301638332657606656,Other
1500199781087514629,Other
1487407548,Other
1208359653618454528,Other
1097848073785671680,Other
1408754047465705473,Other
566308906,Other
607433622,Other
1489199194443292672,Other
3053437379,Other
39467121,Other
1133402391087337472,Other
395193683,Other
1283260726002561024,Other
3315273941,Other
81672907,Other
1385680610082033674,Other
3042877323,Other
1521863606190710784,Other
562150532,Other
498656622,Other
610972228,Other
1491166647633207299,Other
496801328,Other
3037255030,Other
1328228556367933440,Other
426346523,Other
1200595735,Other
1176553846723817472,Media
1354042148,Other
164685643,Other
1458308090483326978,Other
714430074599182336,Other
1375890261440655363,Other
1495374034984488963,Other
366171236,Other
845293081624793088,Journalist
1367981251546734597,Other
237719164,Other
484012014,Other
85446417,Other
52434833,Other
35035831,Other
40350554,Other
289533959,Other
1487426658672029700,Other
216277344,Other
880926211,Other
1174054865821216768,Other
3008013311,Other
1363220832198262786,Other
1186939764013965312,Other
904126102091780096,Other
161310056,Other
425130272,Other
3014593043,Other
207714223,Other
1111003168694026240,Other
816325928964030464,Other
1541507517645312000,Other
1423317122940379139,Other
3367533063,Other
581103570,European_Parliament
783105315852185600,Other
719995631088046080,Other
4187436194,Other
1169226457681399808,Other
1294354815418589184,Other
1489708314,Other
481979699,Other
1316832141364408322,Other
249601317,European_Parliament
1337521430838337537,Other
1370090235552530433,Other
4162312348,Other
335993657,Other
839962660603060226,Other
586570748,Other
1385156209288826880,Other
1235123171847700485,Political_Party
412910492,Journalist
1352008361542356994,Other
1516883642227863557,Other
1566077122761859075,Other
1536219277182787584,Other
996324726799773696,Other
486977844,Other
1563578410525675521,Other
1543685071756054528,Other
1570181252946317313,Other
1366486827838930951,Other
724114308045627392,Other
478810071,Other
1544613182064496646,Other
1570849207489110017,Other
1200023026529710080,Other
1449176211817746433,Other
1554739231087595523,Other
2909515937,Other
1352738116201803776,Other
1443790754112024576,Other
403374778,Other
993806654792720385,Other
1506339665854537741,Other
2792405680,Other
1362364050164879360,Other
1468512248700276739,Other
18871499,Other
1543507894766895107,Other
1373274294952808450,Other
,Other
140627561,Other
546990071,Other
1328057106365353985,Other
1469363489953263622,Other
,Other
2790653696,Other
1092012561598480384,Other
1585801776896278528,Other
1707031495,Other
1213240920855891970,Other
1096928224381161477,Other
1559157314082439172,Other
,Other
1443099573354909698,Other
1371911768033914883,Other
2165514859,Other
2200216748,Other
2574400309,Other
1529255625020030976,Other
307213246,Other
1145449018400628742,Other
1371503626422734853,Other
296185348,Other
123260463,Other
234120745,Other
29452472,Other
1114563268901785606,Other
13858422,Other
1528064170117287938,Other
1439870593034297346,Other
3079370189,Other
1150138715316084736,Other
1549605704071356418,Other
1088823123972186112,Other
1263506637383512064,Other
1291243536374005760,Journalist
3049350832,Other
1411616208391180291,Other
999976406007341056,Other
14465184,Journalist
1304399974604648448,Other
1009854294458339333,Other
1051040771237978112,Other
1452560067572731906,Other
1543507894766895107,Other
36633819,Other
1370182680814440453,Other
1233069623463030784,Other
2260886427,Other
1009158148941406208,Other
1334538673484918784,Other
903219124381331456,Other
1371503626422734853,Other
89718518,Other
212698662,Other
1427679349571035136,Other
761477095,Other
959495837188526082,Journalist
326191837,Other
2903496610,Other
1489899626,Other
3695916255,Other
1240237603154255874,Other
246727705,Other
71884206,Other
57631109,Other
1274166883,Other
143384678,Other
1473665376693231624,Other
3335306548,Blog
279451940,Other
1238907915932774401,Other
2315305578,Journalist
3370576529,Political_Figure
739854975401103360,Other
2924461498,Other
915183692749967360,Other
1482425295495999488,Other
342244128,Other
18133603,Other
901368621670289410,Other
563429665,Other
862470536609361920,Other
2344972685,Other
3617300366,Other
66699630,Other
1409869325016649737,Other
1513942324388274190,Other
3242028597,Journalist
1322529413792227328,Media
142594984,Other
798700774180143105,Other
562985828,Other
1543666415672123393,Other
1486037240904138752,Other
1420436375212527625,Other
2435413776,Other
1234195575719022592,Other
53888440,Other
1068565397597753345,Other
1360001508,Journalist
1333590722889592832,Journalist
,Other
1553370060072304641,Other
1368990918368505857,Other
1218532148703113216,Other
1367531658791047175,Other
1254535155311673346,Other
17962401,Other
804246598100414464,Other
707666511398305792,Other
1334890199084625924,Other
1413182943053455362,Other
107402923,Other
883326229037953024,Other
1383762107313754113,Other
2751947681,Other
1460097440,Other
722032778,Other
426737202,Other
1200595735,Other
,Other
1265933575431557122,Other
392697890,Other
1477634562213695493,Other
970260786106060801,Other
1300101815980167169,Other
388218649,Other
490700443,Other
1363804527875551237,Other
18424977,Other
296185348,Other
27877430,Other
1571292397463543811,Other
791875542949715968,Other
1388807694258163712,Other
527456566,Other
1378669525751758848,Other
3017853581,Other
39227218,Other
1469363489953263622,Other
155498394,Media
35035831,Other
1254495832226902016,Other
3303649703,Other
982929632,Other
1368615664685101057,Other
1550081375293825024,Other
1557703551031418880,Other
1583470988,Other
1428046389863456769,Other
782204339775500288,Other
4774742541,Media
1414045587410927616,Other
1369530699104071681,Other
1339549156541681664,Other
3382926383,Other
385666436,Other
1201786297456693248,Other
1507327637202653203,Other
1427341116412764170,Other
1460958716,Other
1354461341025792001,Other
4055910741,Other
3404150477,Other
52434833,Other
4385948243,Other
436938596,Other
780735181,Other
1066640575,Other
735844603438456832,Other
590308731,Other
1582703500106104832,Other
302461496,Other
2290453579,Blog
1325781042419142657,Blog
2460217272,Other
1462200582073200644,Other
2192765420,Other
1373593693664477187,Other
17065714,Journalist
329561922,Journalist
844886858379251712,Other
28904030,Other
45171325,Other
472385032,Journalist
989364384181911553,Other
1231168538,Other
26992878,Journalist
325388281,Other
998266153,Other
469381727,Other
1247182833312989184,Other
1105926703556321286,Other
1365255480948498434,Other
1429045411738791941,Other
27368755,Other
249601317,European_Parliament
763296535979360256,Other
929769867615588353,Other
908780521,Other
3137232791,Other
1520802719874920449,Other
,Other
587925201,Other
1325469638940045318,Other
1370669012787560448,Other
389514754,Other
629352987,Other
748275776106029057,Other
3021818855,Other
1436775633439297536,Other
1363220832198262786,Other
293933995,Other
1900736600,Other
3064457441,Other
1244628291404824578,Other
1344958660204703744,Other
100017919,Other
317912012,Other
1089234985662537730,Other
1327958995198500867,Other
998383843,Other
740071279861075968,Other
1425942790136008709,Other
959750025608908800,Other
1348010957570715648,Other
1410214370316070921,Other
1064795715438809089,Journalist
3127085801,Journalist
1275837750328070145,Other
91808794,Journalist
,Other
89416107,Media
2950796290,Other
1413199701902598148,Other
839158336310345728,Other
367132197,Other
270946443,Other
1538099836477747200,Other
913008262072688640,Other
1389956574899286016,Other
1215692042711584770,Other
913118248287301637,Other
1110633525219344384,Other
1076061495119753216,Other
1389966321920708611,Other
1559525106648596480,Other
359478003,Greek_Parliament
1467819993962364935,Other
397538419,Other
1495950627213660160,Other
425130272,Other
2360914123,Other
137763457,Other
237719164,Other
1080686178,Other
1034444046855532544,Other
2758462755,Other
1365035260631777282,Other
551136040,Other
1385678014919348225,Other
14997490,Other
140036720,Other
1313762334150660096,Other
2934175713,Other
1299824175545233414,Other
3297460272,Other
498651107,Other
3300102225,Other
354362808,Other
1107159955315060737,Other
289527193,Journalist
10257602,Blog
62329978,Other
935781275293704192,Other
1520782244893413377,Other
1692039860,Other
1233668549870178304,Other
1417203449498832898,Other
1308779949474623490,Other
1071932458130685953,Other
1460475500,Other
1434441482207907840,Other
1472337000434917382,Other
1244505601746575360,Other
939227527,Other
805707414939062276,Other
1419316140715745280,Other
15189131,Other
447163808,Other
866486364,Other
1503739948511465475,Other
299589284,Other
122341686,Other
1576676127501942788,Other
22111510,Other
1533823279827386370,Other
499798796,Other
1588799017571520512,Other
2805686362,Other
8457862,Journalist
19815665,Other
76887880,Other
139809994,Other
196195391,Other
317876744,Other
842106060756418563,Blog
339877479,Other
1265295879063420928,Other
851409238073192448,Other
1084423591612043264,Other
20864425,Other
482753605,Other
,Other
834331069692440576,Other
,Other
595873580,Other
1102217748334239744,Other
1127633994064039936,Other
,Other
1700596910,Other
1287772716611887106,Other
959433266033057792,Other
879881964911828993,Other
300476450,Other
1356733156829855746,Other
384498771,Other
2563959384,Other
36327891,Institution
1474447016684105839,Other
1059938179430653952,Other
349151129,Other
1465387442421260298,Other
33852644,Other
339165300,Other
1223014764013654016,Other
252769119,journalist
1181460822515752960,Other
950647208017350656,Other
1566079363971424256,Other
404888035,Other
1216701228467486720,Other
1394619047996755969,Other
1560631169892368386,Other
1316832141364408322,Other
,Other
1170375506904125440,Other
1256571760042000384,Other
1305041994016841728,Blog
55061343,Other
716090396670103552,Other
588461029,Other
521419493,Other
1584961255512707072,Other
247074965,Other
,Other
1536366219904835584,Other
3047562879,Other
786607705448259584,Other
361388485,Other
47968538,Other
753675486,Other
1168187201802440710,Other
3069402005,Other
4188349157,Other
394961064,Other
3846168125,Other
1512741818,Other
165375029,Political_Figure
3373504449,Other
1141393069696311296,Other
3279842378,Other
1129005327507165184,Other
1151592505764450304,Other
1490312874895491073,Other
3058568675,Other
1034570930075443200,Other
254531761,Other
1374047447903768580,Other
20025516,Other
579211911,Other
2196670526,Other
3712920915,Other
1497918440451059712,Other
1448586375373148162,Other
454070572,Other
1465337558276222985,Other
328507755,Other
325825143,Other
35357298,Other
941443525,Other
1263387335099650050,Other
3034163295,Other
394259609,Other
77957493,Other
851346865,Other
1410638480569479168,Other
1486372586795716620,Other
317075629,Political_Figure
1352738116201803776,Other
1347805940783996928,Other
3044523657,Other
1489349543820992512,Other
1162985890618232832,Other
77328309,Other
2803595268,Political_Party
1120617940607537152,Other
1377000783913304065,Other
1565213461029785601,Other
4680273793,Media
1333651823446659072,Other
3347414399,Other
970295712,Other
3041530210,Other
20305098,Other
72304661,Other
2999318637,Other
1580808417022820353,Other
3157273505,Other
1471825442600534016,Other
1511778033404940298,Other
2315470945,Other
1448479735961591812,Other
2317673211,Other
,Other
318961669,Other
1376092208143736832,Other
1475570836987863042,Other
1253328138253156357,Other
763621813649870848,Other
278031787,Other
4588809977,Journalist
14250071,Other
893421475721596928,Other
129447857,Other
1251546500188037121,Other
1455316301069553669,Other
701005348,Other
982984872,Other
200583363,Political_Figure
1228211624,Other
1115867849350897665,Journalist
208956468,Other
14483001,Other
1423382279813017600,Other
2239459735,Other
1547563927591981057,Other
397226543,Other
405460254,Other
835983164183044097,Other
1347889376,Other
40215629,Other
1406302892823298054,Other
,Other
757378075,Other
2802537775,Other
45873302,Other
,Other
1294354815418589184,Other
4162312348,Other
376862467,Other
1561596042,Other
484703515,Other
1430911064372248579,Other
1428753814111363074,Other
266186516,Other
2876420836,Journalist
391398244,Other
1153677971049332736,Other
91233529,Other
1426963204543033347,Other
1234533057430016000,Other
1143999527281713152,Other
60724199,Other
172496404,Other
1186649290690715649,Other
338663684,Other
753110977432981504,Other
1424858438908137481,Other
1466934426,Other
63941965,Other
841235241436098560,Other
1504804042496749571,Other
3350101935,Other
1357076626148896770,Other
209996135,Other
1119144755135279105,Other
1054704193414537216,Other
952973993455374336,Other
1150319739635404800,Other
749758792234131456,Other
1245404788872937472,Other
2302953648,Other
91777549,Other
1376364258288668672,Other
1433794966371946531,Other
1009044532711886850,Other
1491166892035383301,Other
794269093935382529,Other
3077062815,Other
1093268674558025728,Other
717416275375439872,Other
2789163449,Other
90250694,Other
727519355496488960,Other
1041949048532611072,Other
400626998,Other
1568929716148600833,Other
3282625446,Other
1059864337,Other
1562523201334235137,Other
1234390599371042818,Other
116423705,Blog
1091457641447071749,Other
305738208,Other
737324708,Other
1432609558439112704,Other
1426621678726025218,Other
1494923786742870017,Other
18871499,Other
1253019216824991745,Other
,Other
1547234893180162049,Other
275237251,Other
1554383500421259270,Other
960482638929846272,Other
15171981,Other
4876312067,Other
1159260668,Other
,Institution
1497244818233335831,Greek_Parliament
406412037,Other
2435371591,Other
186060772,Media
19231330,European_Parliament
1008263989,Journalist
1362768098701561859,Political_Figure
332221073,Other
406444486,Other
197393149,Journalist
41090013,Journalist
780600836,Journalist
394172751,Journalist
848958093413277697,Journalist
4820295591,Other
,Journalist
327267369,Journalist
1340378509529800705,Other
105000893,Journalist
,Media
